,0
575,"MCB3703, Astrobiology"
576,"MCB4034L, Advanced Microbiology Laboratory"
577,"MCB4150, Prokaryotic Diversity"
578,"MCB4203, Bacterial Pathogens"
579,"MCB4271, Antimicrobial Resistance"
580,"MCB4271L, Antimicrobial Resistance Lab"
581,"MCB4304, Genetics of Microorganisms"
582,"MCB4320C, The Microbiome"
583,"MCB4325C, R for Functional Genomics"
584,"MCB4403, Prokaryotic Cell Structure and Function"
585,"MCB4422, Probiotics"
586,"MCB4503, General Virology"
587,"MCB4782, Extremophiles"
588,"MCB4934, Special Topics in Microbiology and Cell Science"
589,"MCB5205, Microbiology of Human Pathogens"
590,"MCB5252, Microbiology, Immunology, and Immunotherapeutics"
591,"MCB5505, General Virology"
592,"MCB5705, Astrobiology"
593,"MCB6151, Prokaryotic Diversity"
594,"MCB6317, Molecular Biology of Gene Expression"
595,"MCB6318, Comparative Microbial Genomics"
596,"MCB6355, Microbial/Host Defense"
597,"MCB6417, Microbial Metabolism and Energetics"
598,"MCB6424, Probiotics"
599,"MCB6457, Metabolic Regulation"
600,"MCB6656, Environmental Microbiology"
601,"MCB6670C, The Microbiome"
602,"MCB6772, Advanced Topics in Cell Biology"
603,"MCB6781, Extremophiles"
604,"MCB6937, Special Topics in Microbiology"
605,"MCB6940, Supervised Teaching"
606,"MCB7922, Journal Colloquy"
607,"NUR3197, Genetics and Genomics in Health Care"
608,"PCB1051, Exploring Your Genome"
609,"PCB3134, Eukaryotic Cell Structure and Function"
610,"PCB4233, Immunology"
611,"PCB4522, Molecular Genetics"
612,"PCB4666, Human Genomics"
613,"PCB5235, Immunology"
614,"ZOO4232, Human Parasitology"
615,"PKG3001, Principles of Packaging"
616,"PKG3103, Food Packaging"
617,"PKG4008, Distribution and Transport Packaging"
618,"PKG4011, Packaging Production and Processing"
619,"PKG4101C, Computer Tools for Packaging"
620,"PKG5006, Advanced Packaging Principles"
621,"PLP2000, Plants, Plagues and People"
622,"PLP2060, Fungus among Us: Mushrooms, Molds and Civilization"
623,"PLP3002C, Fundamentals of Plant Pathology"
624,"PLP3230, Survey of Plant Pathogens"
625,"PLP4653C, Basic Fungal Biology"
626,"PLP4905, Problems in Intermediate Plant Pathology"
627,"PLP4932, Special Topics in Plant Pathology"
628,"PLP5005C, General Plant Pathology"
629,"PLP5115C, Citrus Pathology"
630,"PLP6105, Applied Plant Disease Management"
631,"PLP6223C, Viral Pathogens of Plants"
632,"PLP6241C, Bacterial Plant Pathogens"
633,"PLP6262C, Fungal Plant Pathogens"
634,"PLP6291, Plant Disease Diagnosis"
635,"PLP6303, Host-Parasite Interactions II"
636,"PLP6502, Host-Parasite Interactions I"
637,"PLP6621C, Pop Genetics Microbes"
638,"PLP6656C, Fungal Biology"
639,"PLP6701, Impact through Networks"
640,"PLP6905, Problems in Plant Pathology"
641,"PLP6921, Colloquium in Principles of Plant Pathology"
642,"PLP6932, Seminar in Plant Pathology"
643,"FAS4175, Algae Biology and Ecology"
644,"FAS6238, Environmental Physiology of Fishes"
645,"FAS6356, Fisheries Enhancement"
646,"FNR3020, Professional Practice in Natural Resources"
647,"FNR3131C, Dendrology/Forest Plants"
648,"FNR3410C, Natural Resource Sampling"
649,"FNR4070C, Environmental Education Program Development"
650,"FNR4343C, Forest Water Resources"
651,"FNR4623C, Integrated Natural Resource Management"
652,"FNR4624C, Field Operations for Management of Ecosystems"
653,"FNR4660, Natural Resource Policy and Economics"
654,"FNR5072C, Environmental Education Program Development"
655,"FNR5608, Research Planning"
656,"FNR5625, Managing Public Lands and Waters"
657,"FNR6061, Conflict and Collaboration in Natural Resources"
658,"FNR6560, Intro to Bayesian Statistics for Life Sciences"
659,"FNR6564, Ecohydrology"
660,"FNR6628, Watershed Management and Restoration"
661,"FNR6668, Natural Resources in a Changing Climate"
662,"FNR6669, Policy and Economics of Natural Resources"
663,"FOR2662, Forests for the Future"
664,"FOR3004, Forests, Conservation and People"
665,"FOR3153C, Forest Ecology"
666,"FOR3162C, Silviculture"
667,"FOR3200C, Foundations of Natural Resources and Conservation"
668,"FOR3202, Society and Natural Resources"
669,"FOR3214, Fire Ecology and Management"
670,"FOR3214L, Fire Ecology and Management Laboratory"
671,"FOR3342C, Tree Biology"
672,"FOR3430C, Forest Mensuration"
673,"FOR3434C, Forest Resources Information Systems"
674,"FOR4020, Seminar in Contemporary Issues in Forest Resources and Conservation"
675,"FOR4060, Global Forests"
676,"FOR4090C, Urban Forestry"
677,"FOR4110, Ecology and Restoration of Longleaf Pine Ecosystems"
678,"FOR4621, Forest Economics and Management"
679,"FOR4624C, Forest Health Management"
680,"FOR4664, Sustainable Ecotourism Development"
681,"FOR4934, Topics in Natural Resources"
682,"FOR5157, Ecosystem  Restoration  Principles  and  Practice"
683,"FOR5159, Ecology and Restoration of Longleaf Pine Ecosystems"
684,"FOR5435, Forest Information Systems"
685,"FOR6005, Conservation Behavior"
686,"FOR6151, Forest Ecosystem Health"
687,"FOR6154, Analysis of Forest Ecosystems"
688,"FOR6155, Forest Ecosystem Resilience"
689,"FOR6156, Simulation Analysis of Forest Ecosystems"
690,"FOR6164, Silviculture: Concepts and Application"
691,"FOR6215, Fire Paradigms"
692,"FOR6340, Physiology of Forest Trees"
693,"FOR6543, Natural Resource Economics and Valuation"
694,"FOR6628, Community Forest Management"
695,"FOR6665, Landscape Planning for Ecotourism"
696,"FOR6933, Seminar"
697,"FOR6934, Topics in Forest Resources and Conservation"
698,"PCB5530, Plant Molecular Biology and Genomics"
699,"PCB6555, Introduction to Quantitative Genetics"
700,"SUR6536, Geodesy and Geodetic Positioning"
701,"EVR2001, Introduction to Environmental Science"
702,"EVR5705, Natural Resources and Innovation Systems"
703,"EVR6933, Seminar"
704,"EVS3000, Environmental Science"
705,"EVS4021, Critical Thinking in Environmental Science"
706,"EVS4932, Special Topics in Environmental Science"
707,"FAS2024, Sustainable Fisheries"
708,"FAS4202C, Biology of Fishes"
709,"FAS4270, Marine Ecological Processes"
710,"FAS4305C, Introduction to Fishery Science"
711,"FAS4405, Aquariums, Water and Aquaculture"
712,"FAS4932, Topics in Fisheries and Aquatic Sciences"
713,"FAS4933, Seminar in Fisheries and Aquatic Sciences"
714,"FAS5015, Aquaculture I"
715,"FAS5203C, Biology of Fishes"
716,"FAS5255C, Diseases of Warmwater Fish"
717,"FAS5276C, Field Ecology of Aquatic Organisms"
718,"FAS5407, Biology of Fishery and Aquaculture Invertebrates"
719,"FAS5901, Scientific Thinking in Ecology"
720,"FAS6154, Marine Adaptations: Environmental Physiology"
721,"FAS6165, Fish and Crustacean Nutrition"
722,"FAS6176, Algae Biology and Ecology"
723,"FAS6256, Fish and Aquatic Invertebrate Histology"
724,"FAS6272, Marine Ecological Processes"
725,"FAS6337C, Fish Population Dynamics"
726,"FAS6339C, Advanced Quantitative Fisheries Assessment"
727,"FAS6355C, Fisheries Management"
728,"FAS6408, Aquaculture II"
729,"FAS6705, Fisheries and aquaculture: An economics perspective"
730,"FAS6932, Special Topics in Fisheries and Aquatic Sciences"
731,"FAS6933, Graduate Symposium"
732,"FAS7979, Advanced Research"
733,"PEN1136, Openwater Scuba Diving"
734,"PEN2138C, Advanced Scuba Diving"
735,"GIS3072C, Geographic Information Systems"
736,"GIS4121, Geospatial Analysis"
737,"GIS6103, GIS Programming and Customization"
738,"GIS6116, Geographic Information Systems Analysis"
739,"SUR3103C, Geomatics"
740,"SUR3323, Visualization of Spatial Information"
741,"SUR3331C, Photogrammetry"
742,"SUR3520, Measurement Science"
743,"SUR3641, Survey Computations"
744,"SUR4201, Route Geometrics and Design"
745,"SUR4350C, Advanced Photogrammetry"
746,"SUR4376, Geospatial Applications of UASs"
747,"SUR4380, Remote Sensing"
748,"SUR4403, Cadastral Principles"
749,"SUR4430, Surveying and Mapping Practice"
750,"SUR4463, Subdivision Design"
751,"SUR4501C, Foundations of UAS Mapping"
752,"SUR4530, Geodesy and Geodetic Positioning"
753,"SUR4912, Senior Project"
754,"SUR4934, Topics in Geomatics"
755,"SUR4940C, Practicum in UAS Mapping"
756,"SUR5365, Digital Mapping"
757,"SUR5385, Remote Sensing Applications"
758,"SUR5386, Image Processing for Remote Sensing"
759,"SUR5525, Least Squares Adjustment Computations"
760,"SUR6377, Geospatial Application of UASs"
761,"SUR6395, Topics in Geographic Information Systems"
762,"SUR6502C, Foundations of UAS Mapping"
763,"SUR6536, Geodesy and Geodetic Positioning"
764,"SUR6934, Topics in Geomatics"
765,"SUR6940C, Practicum in UAS Mapping"
766,"AGG4502, Nanotechnology in Food, Agriculture, and Environment"
767,"AGG5607, Communicating in Academia"
768,"AGG6503, Nanotechnology in Food, Agriculture, and Environment"
769,"ALS3133, Agricultural and Environmental Quality"
770,"ALS4154, Global Agroecosystems"
771,"ALS5155, Global Agroecosystems"
772,"SWS2007, The World of Water"
773,"SWS2008, Land and Life"
774,"SWS3022, Introduction to Soils in the Environment"
775,"SWS3022L, Introduction to Soils in the Environment Laboratory"
776,"SWS4116, Environmental Nutrient Management"
777,"SWS4180, Earth System Analysis"
778,"SWS4204, Urban Soil and Water Systems"
779,"SWS4207, Sustainable Agricultural and Urban Land Management"
780,"SWS4223, Environmental Biogeochemistry"
781,"SWS4231C, Soil, Water and Land Use"
782,"SWS4233, Soil and Water Conservation"
783,"SWS4244, Wetlands"
784,"SWS4245, Water Resource Sustainability"
785,"SWS4303C, Soil Microbial Ecology"
786,"SWS4307, Ecology of Waterborne Pathogens"
787,"SWS4451, Soil and Water Chemistry"
788,"SWS4504, Aquatic Toxicology: Science and Applications"
789,"SWS4550, Soils, Water and Public Health"
790,"SWS4602C, Soil Physics"
791,"SWS4715C, Environmental Pedology"
792,"SWS4720C, GIS in Soil and Water Science"
793,"SWS4800, Environmental Soil and Water Monitoring Techniques"
794,"SWS4932, Special Topics in Soil and Water Science"
795,"SWS5050, Soils for Environmental Professionals"
796,"SWS5115, Environmental Nutrient Management"
797,"SWS5132, Tropical Soil Management"
798,"SWS5182, Earth System Analysis"
799,"SWS5208, Sustainable Agricultural and Urban Land Management"
800,"SWS5224, Environmental Biogeochemistry"
801,"SWS5234, Environmental Soil, Water, and Land Use"
802,"SWS5246, Water Resource Sustainability"
803,"SWS5247, Hydric Soils"
804,"SWS5248, Wetlands and Water Quality"
805,"SWS5305C, Soil Microbial Ecology"
806,"SWS5308, Ecology of Waterborne Pathogens"
807,"SWS5406, Soil and Water Chemistry"
808,"SWS5551, Soils, Water, and Public Health"
809,"SWS5605C, Environmental Soil Physics"
810,"SWS5716C, Environmental Pedology"
811,"SWS5721C, GIS in Land Resource Management"
812,"SWS5805, Environmental Soil and Water Monitoring Techniques"
813,"SWS6134, Soil Quality"
814,"SWS6136, Soil Fertility"
815,"SWS6209, Urban Soil and Water Systems"
816,"SWS6366, Biodegradation and Bioremediation"
817,"SWS6448, Biogeochemistry of Wetlands and Aquatic Systems"
818,"SWS6456, Advanced Biogeochemistry"
819,"SWS6722, Soil-Landscape Modeling"
820,"SWS6905, Special Problems"
821,"SWS6920, Journal Colloquium in Environmental Science"
822,"SWS6931, Seminar"
823,"SWS6932, Topics in Soils"
824,"SWS6950, Professional Development in Soil, Water, and Ecosystem Sciences"
825,"SWS6992, Aquatic Toxicology: Science and Applications"
826,"WIS2040, Wildlife Issues in a Changing World"
827,"WIS2552, Biodiversity Conservation: Global Perspectives"
828,"WIS2920, Wildlife Colloquium"
829,"WIS3401, Wildlife Ecology and Management"
830,"WIS3402, Wildlife of Florida"
831,"WIS3402L, Wildlife of Florida Laboratory"
832,"WIS3404, Natural Resource Ecology"
833,"WIS3553C, Introduction to Conservation Genetics"
834,"WIS4203C, Landscape Ecology and Conservation"
835,"WIS4427C, Wildlife Habitat Management"
836,"WIS4443C, Wetland Wildlife Ecology"
837,"WIS4501, Introduction to Wildlife Population Ecology"
838,"WIS4523, Human Dimensions of Natural Resource Conservation"
839,"WIS4547C, Avian Field Techniques"
840,"WIS4554, Conservation Biology"
841,"WIS4570C, Wildlife Behavior and Conservation"
842,"WIS4601C, Quantitative Wildlife Ecology"
843,"WIS4905, Individual Problems"
844,"WIS4934, Topics in Wildlife Ecology and Conservation"
845,"WIS4941, Internship in Wildlife Ecology and Conservation"
846,"WIS4945C, Wildlife Techniques"
847,"WIS5496, Research Design in Wildlife Ecology"
848,"WIS5562, Conservation Medicine"
849,"WIS6050, Pro Communication in Wildlife Forensic Sciences"
850,"WIS6306, Applied Wildlife Forensic Genetics"
851,"WIS6421, Wildlife Toxicology: The Ecohealth Perspective"
852,"WIS6425, Carrion Ecology and Evolution"
853,"WIS6455, Wildlife Population Ecology"
854,"WIS6468C, Pattern and Process in Landscape Ecology"
855,"WIS6557, International Wildlife Conservation Law, Policy and Ethics"
856,"WIS6558, Introduction to U.S. Wildlife Law, Policy & Ethics"
857,"WIS6559, Contemporary Issues in Wildlife Protection and Conservation"
858,"WIS6559, Forensic Science for Conservation Biology"
859,"WIS6561, Wildlife Crime Scene Processing"
860,"WIS6563, Wildlife Forensic Pathology"
861,"WIS6576, Human and Wildlife Conflict"
862,"WIS6933, Seminar"
863,"WIS6934, Topics in Wildlife Ecology and Conservation"
864,"WIS7979, Advanced Research"
865,"WIS7980, Research for Doctoral Dissertation"
866,"DCP4000, Overview of Historic Preservation"
867,"URP3001, Cities of the World"
868,"URP4000, Preview of Urban and Regional Planning"
869,"URP4230, 3D Modeling, Visualization, and Simulation"
870,"URP4273, Survey of Planning Information Systems"
871,"URP4640, Sustainable Urbanism in Europe"
872,"URP4740, Housing and Urban Development"
873,"URP4744, Neighborhood Planning"
874,"URP4882, Defensible Space and CPTED in Urban Design"
875,"URP4905, Special Studies"
876,"URP6042, Urban Economy"
877,"URP6061, Planning Administration and Ethics"
878,"URP6100, Planning Theory and History"
879,"URP6131, Land Use Planning Law"
880,"URP6132, Growth Management Seminar"
881,"URP6203, Planning Research Design"
882,"URP6231, Quantitative Data Analysis for Planners"
883,"URP6270, Introduction to Planning Information Systems"
884,"URP6271, Automation for Geospatial Modeling and Analysis"
885,"URP6272, Urban Spatial Analysis"
886,"URP6275, Intermediate Planning Information Systems"
887,"URP6278, Web Mapping and Visualization"
888,"URP6280, 3D Geospatial Modeling and Visualization"
889,"URP6341, Urban Planning Project"
890,"URP6409, Sustainable Community Development"
891,"URP6421, Environmental Land Use Planning and Management"
892,"URP6445, Planning for Climate Change"
893,"URP6541, Economic Development Planning"
894,"URP6542, Urban Land Economics"
895,"URP6603, Development Review"
896,"URP6610, International Development Planning"
897,"URP6645, Sustainable Urbanism in Europe"
898,"URP6716, Transportation Policy and Planning"
899,"URP6745, Housing, Public Policy, and Planning"
900,"URP6821, Transportation and Land-Use Modeling"
901,"URP6871, Planning and Design I"
902,"URP6905, Exploration and Directed Study"
903,"URP6931, Topical Seminar"
904,"URP6941, Urban Planning Internship"
905,"ARE2045, Introduction to Teaching Art"
906,"ARE4242, Teaching Art: the Study of Practice"
907,"ARE4243, Principles of Teaching Art"
908,"ARE4314, Art Education for Elementary Schools"
909,"ARE6049, History of Teaching Art"
910,"ARE6148, Curriculum in Teaching Art"
911,"ARE6386, Teaching Art in Higher Education"
912,"ARE6641, Issues in Art Education"
913,"ARE6746, Methods of Research in Art Education"
914,"ARE6905, Individual Study"
915,"ARE6933, Special Topics in Art Education"
916,"ARH2000, Art Appreciation: American Diversity and Global Arts"
917,"ARH2050, Introduction to the Principles and History of Art 1"
918,"ARH2051, Introduction to the Principles and History of Art 2"
919,"ARH2613, Introduction to Latin American Art"
